time,cloud_cover (%),temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),dew_point_2m (°C),apparent_temperature (°C),pressure_msl (hPa),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),weather_code (wmo code),vapour_pressure_deficit (kPa),is_day (),wet_bulb_temperature_2m (°C)
2022-04-06T09:00,23,27,56,0,17.6,28.5,1014.5,8.7,228,16.2,1,1.56,1,20.8
2022-04-06T10:00,33,25.8,64,0,18.5,28.1,1014.8,5.8,240,14.8,1,1.19,1,20.8
2022-04-06T11:00,11,23.9,75,0,19.1,26.2,1015,7.4,247,9.4,0,0.75,1,20.6
2022-04-06T12:00,7,25.4,59,0,16.7,27.3,1015.8,3.6,225,8.3,0,1.35,0,19.7
2022-04-06T13:00,61,24.5,63,0,17.1,26.5,1016.5,3.1,306,4.3,2,1.12,0,19.5
2022-04-06T14:00,14,21.8,82,0,18.5,24.1,1017,6.1,315,6.8,0,0.48,0,19.5
2022-04-06T15:00,19,20.7,87,0,18.5,22.9,1017.8,6.9,276,7.6,0,0.31,0,19.1
2022-04-06T16:00,9,20,91,0,18.5,22.1,1017.7,7.6,278,9.7,0,0.22,0,18.9
2022-04-06T17:00,18,20.1,89,0,18.2,22.1,1017.6,7.1,285,10.4,0,0.26,0,18.7
2022-04-06T18:00,55,21.4,82,0,18.2,24,1017.6,2.3,231,8.6,2,0.46,0,19.1
2022-04-06T19:00,100,20.2,89,0,18.4,22.9,1017.3,2.6,214,4,3,0.26,0,18.9
2022-04-06T20:00,51,20.8,86,0,18.3,23.6,1017,1.8,233,4.3,2,0.35,0,19
2022-04-06T21:00,94,19.7,90,0,18.1,22.3,1017,3,256,4,3,0.23,0,18.5
2022-04-06T22:00,100,19.6,92,0,18.3,22,1017.4,4.5,284,8.3,3,0.18,0,18.6
2022-04-06T23:00,100,19.5,91,0,18,21.7,1017.9,5.4,290,10.1,3,0.2,1,18.4
2022-04-07T00:00,2,20.1,92,0,18.8,22.5,1018.8,5.9,313,11.5,0,0.18,1,19.1
2022-04-07T01:00,1,22.2,84,0,19.3,25,1019.1,4.8,318,11.9,0,0.43,1,20.1
2022-04-07T02:00,89,24.4,73,0,19.2,26.6,1019.3,8.7,322,18.4,3,0.84,1,20.8
2022-04-07T03:00,84,26.3,61,0,18.2,27.9,1019,11.8,322,24.1,3,1.34,1,20.8
2022-04-07T04:00,98,27.6,52,0,16.8,29.5,1018.4,10,330,24.5,3,1.77,1,20.5
2022-04-07T05:00,71,28.7,46,0,16,31.2,1017.6,7.1,319,21.2,2,2.12,1,20.5
2022-04-07T06:00,82,29.3,43,0,15.4,32.4,1016.2,3.3,354,17.3,3,2.32,1,20.4
2022-04-07T07:00,69,29.7,40,0,14.7,31.5,1015.1,5.2,56,13,2,2.51,1,20.2
2022-04-07T08:00,94,29.7,40,0,14.6,30.5,1013.9,5.1,94,13.3,3,2.52,1,20.2
2022-04-07T09:00,100,28.9,50,0,17.4,30.7,1013.6,6,123,11.2,3,1.99,1,21.3
2022-04-07T10:00,23,27.2,56,0,17.8,28.8,1013.5,8.4,140,13.7,1,1.57,1,21
2022-04-07T11:00,3,25.1,63,0,17.5,26.6,1013.7,8.5,152,14,0,1.2,1,20
2022-04-07T12:00,1,24.3,64,0,17.1,25.6,1014,8.9,249,13.7,0,1.09,0,19.5
2022-04-07T13:00,1,23,70,0,17.2,24.5,1014.7,7.4,247,17.3,0,0.84,0,19.1
2022-04-07T14:00,0,21.3,78,0,17.3,23,1015.8,6.5,109,11.5,0,0.57,0,18.5
2022-04-07T15:00,1,21.8,77,0,17.6,23.6,1016.4,6.9,99,10.4,0,0.61,0,18.9
2022-04-07T16:00,0,20.7,82,0,17.6,22.4,1016.6,7.4,104,11.9,0,0.44,0,18.5
2022-04-07T17:00,0,20.2,83,0,17.2,21.7,1016.2,7.3,101,14.8,0,0.4,0,18.1
2022-04-07T18:00,0,19.3,86,0,16.9,20.8,1015.6,6.9,96,12.6,0,0.31,0,17.6
2022-04-07T19:00,0,18.9,86,0,16.5,20.3,1015,6.6,99,11.5,0,0.31,0,17.2
2022-04-07T20:00,0,18.7,84,0,15.9,19.7,1014.9,7.3,99,12.2,0,0.35,0,16.8
2022-04-07T21:00,0,18.1,86,0,15.7,19.1,1015.1,6.4,117,12.2,0,0.29,0,16.4
2022-04-07T22:00,0,18.6,85,0,15.9,19.8,1015.4,5.8,158,10.8,0,0.33,0,16.7
2022-04-07T23:00,8,17.4,94,0,16.5,19.1,1016,3.6,233,7.6,0,0.11,1,16.7
2022-04-08T00:00,23,19,93,0,17.8,21.3,1016.9,3.8,287,8.3,1,0.15,1,18.1
2022-04-08T01:00,0,21,80,0,17.5,23.3,1017.4,2.6,326,10.1,0,0.49,1,18.5
2022-04-08T02:00,0,22.7,72,0,17.5,25.3,1017.4,0.8,27,10.4,0,0.76,1,19.2
2022-04-08T03:00,0,24.3,68,0,18,27.4,1017.4,1.8,127,11.9,0,0.98,1,20
2022-04-08T04:00,0,25.8,64,0,18.5,29.9,1017.2,2.5,135,13,0,1.19,1,20.9
2022-04-08T05:00,0,27.2,59,0,18.4,31.3,1015.9,5.1,141,15.8,0,1.48,1,21.3
2022-04-08T06:00,0,28.1,52,0,17.4,31.5,1014.6,6.4,142,17.3,0,1.81,1,21
2022-04-08T07:00,0,28.5,49,0,16.6,31,1013.4,6.9,137,17.6,0,2,1,20.7
2022-04-08T08:00,0,28.5,47,0,16,30,1012.4,7.4,133,16.9,0,2.08,1,20.5
2022-04-08T09:00,1,28.2,49,0,16.4,29.2,1011.9,8.1,122,16.2,0,1.96,1,20.5
2022-04-08T10:00,1,26.7,59,0,18.1,28.3,1011.6,9.2,116,15.1,0,1.43,1,20.9
2022-04-08T11:00,1,24.6,62,0,17,25.8,1011.5,9,119,16.9,0,1.16,1,19.5
2022-04-08T12:00,0,23.7,62,0,15.9,24.1,1012,11.4,125,14.8,0,1.13,0,18.6
2022-04-08T13:00,0,22.6,67,0,16.2,23.3,1012.7,9.7,149,19.1,0,0.9,0,18.3
2022-04-08T14:00,1,21.9,69,0,16,22.6,1013.2,9.5,155,16.2,0,0.81,0,17.9
2022-04-08T15:00,0,21.7,70,0,16.1,22.1,1013.7,11.2,138,20.2,0,0.77,0,17.9
2022-04-08T16:00,0,20.6,80,0,17,21.9,1014,8.4,110,19.1,0,0.49,0,18.1
2022-04-08T17:00,0,20,84,0,17.3,21.2,1013.5,9.6,103,16.6,0,0.37,0,18.1
2022-04-08T18:00,0,19.5,85,0,17,20.5,1012.9,10.2,100,17.6,0,0.33,0,17.7
2022-04-08T19:00,0,19,86,0,16.6,19.7,1012.5,10.9,96,19.1,0,0.31,0,17.3
2022-04-08T20:00,0,18.6,87,0,16.3,19.2,1012.3,10.9,96,19.1,0,0.28,0,17
2022-04-08T21:00,0,18.4,87,0,16.1,19,1012.5,10.2,100,18.7,0,0.28,0,16.8
2022-04-08T22:00,0,18.3,87,0,16.1,18.8,1012.9,10.6,108,18.4,0,0.27,0,16.7
2022-04-08T23:00,0,18.1,88,0,16.1,18.7,1013.3,10.8,111,18.4,0,0.25,1,16.7
2022-04-09T00:00,0,19.3,86,0,16.8,20.1,1014.1,10.8,116,19.8,0,0.32,1,17.5
2022-04-09T01:00,0,21.1,79,0,17.2,22.2,1014.6,9.8,118,20.2,0,0.53,1,18.4
2022-04-09T02:00,0,22.8,74,0,18,24.5,1014.6,8.8,125,20.9,0,0.72,1,19.5
2022-04-09T03:00,0,24.6,69,0,18.6,27.1,1014.5,7.5,125,20.2,0,0.94,1,20.5
2022-04-09T04:00,0,26.2,62,0,18.3,29.2,1013.6,8.9,130,21.2,0,1.3,1,20.9
2022-04-09T05:00,0,27.4,56,0,17.8,30,1012.2,11.7,133,24.8,0,1.61,1,21
2022-04-09T06:00,0,28.1,52,0,17.3,30.1,1010.6,14.1,128,28.4,0,1.84,1,21
2022-04-09T07:00,0,28.4,50,0,16.9,29.5,1009.3,15.9,128,30.2,0,1.94,1,20.9
2022-04-09T08:00,0,28.2,50,0,16.7,28.5,1008.2,17,126,31.3,0,1.93,1,20.7
2022-04-09T09:00,2,27.7,52,0,17,27.7,1007.7,17.3,126,31.7,0,1.77,1,20.7
2022-04-09T10:00,1,26.5,57,0,17.2,26.7,1007.6,16,126,30.6,0,1.49,1,20.4
2022-04-09T11:00,6,25.2,61,0,17.3,25.6,1008.1,15.1,123,27.7,0,1.24,1,19.9
2022-04-09T12:00,2,24,64,0,16.7,24.1,1009.1,15.8,125,31.7,0,1.08,0,19.2
2022-04-09T13:00,1,23.3,69,0,17.2,23.3,1010.2,17.8,122,31.3,0,0.89,0,19.2
2022-04-09T14:00,6,22.3,75,0,17.5,22.9,1010.9,14,119,29.9,0,0.69,0,19
2022-04-09T15:00,1,21.3,80,0,17.6,22.3,1011.4,12.2,114,23.8,0,0.51,0,18.7
2022-04-09T16:00,3,20.5,83,0,17.5,21.3,1011.4,13.4,110,22.7,0,0.42,0,18.4
2022-04-09T17:00,0,20,84,0,17.3,20.6,1011.1,13.3,103,23.4,0,0.36,0,18.1
2022-04-09T18:00,1,19.5,86,0,17.1,20.2,1010.9,12.7,97,22.7,0,0.31,0,17.8
2022-04-09T19:00,7,19.1,88,0,17.1,19.9,1010.6,12.1,100,21.6,0,0.26,0,17.7
2022-04-09T20:00,23,18.9,89,0,17.1,19.7,1010.3,11.9,104,20.9,1,0.23,0,17.6
2022-04-09T21:00,100,19,90,0,17.3,19.9,1010.5,11.3,107,20.9,3,0.22,0,17.8
2022-04-09T22:00,100,19.2,91,0,17.6,20.4,1011.1,10.4,110,20.5,3,0.21,0,18.1
2022-04-09T23:00,100,19.2,91,0,17.7,20.7,1011.7,9,113,18.7,3,0.2,1,18.1
2022-04-10T00:00,100,20.1,89,0,18.2,21.7,1012.3,9.2,129,17.6,3,0.26,1,18.7
2022-04-10T01:00,100,20.7,87,0.1,18.4,22.6,1013,7.9,141,18.7,51,0.32,1,19.1
2022-04-10T02:00,100,22.2,79,0.1,18.3,24.1,1013,7.7,143,18,51,0.57,1,19.4
2022-04-10T03:00,100,23.9,72,0.1,18.5,26.1,1012.7,7,145,17.6,51,0.84,1,20.2
2022-04-10T04:00,14,25.2,64,0,18,27.2,1012.1,6.4,137,17.3,0,1.14,1,20.4
2022-04-10T05:00,16,26.9,57,0,17.6,30.2,1011,6.2,144,18.4,0,1.54,1,20.7
2022-04-10T06:00,88,28.2,52,0,17.3,31.5,1009.4,5.6,153,17.6,3,1.85,1,21.1
2022-04-10T07:00,100,28.7,53,0,18.1,31.1,1008.2,6.4,128,16.2,3,1.87,1,21.6
2022-04-10T08:00,68,28.4,55,0,18.3,29.9,1007.3,10.4,104,20.5,2,1.76,1,21.7
2022-04-10T09:00,22,28.1,57,0,18.9,29.9,1006.7,10.5,86,21.6,1,1.62,1,21.9
2022-04-10T10:00,1,27.7,60,0,19.2,29.5,1006.7,11.6,126,18.7,0,1.48,1,21.9
2022-04-10T11:00,4,26.1,65,0,18.9,27.3,1007.2,14.7,121,25.2,0,1.2,1,21.2
2022-04-10T12:00,2,24.8,66,0,18.1,25.8,1008.7,13.6,122,26.6,0,1.05,0,20.2
2022-04-10T13:00,1,24,70,0,18.2,24.6,1009.7,16.6,141,28.4,0,0.9,0,20
2022-04-10T14:00,1,23.1,73,0,18.1,24.1,1010.6,13.7,135,28.4,0,0.76,0,19.6
2022-04-10T15:00,4,22.4,77,0,18.1,23.7,1011.2,11.7,124,23.4,0,0.63,0,19.4
2022-04-10T16:00,5,21.8,81,0,18.3,23.2,1011.4,11.3,117,20.2,0,0.5,0,19.3
2022-04-10T17:00,1,21.3,84,0,18.5,22.7,1010.9,11.8,113,20.2,0,0.4,0,19.3
2022-04-10T18:00,9,20.8,88,0,18.8,22.6,1010.6,10.6,108,20.2,0,0.29,0,19.3
2022-04-10T19:00,15,20.4,91,0,19,22.2,1010,11,101,19.1,0,0.21,0,19.4
2022-04-10T20:00,19,20.3,93,0,19.2,22.1,1009.7,11.3,99,20.2,0,0.16,0,19.5
2022-04-10T21:00,13,20.1,95,0,19.3,22.1,1009.8,10.6,100,19.8,0,0.12,0,19.5
2022-04-10T22:00,21,20,97,0,19.4,22.2,1010.2,9.1,99,18,1,0.08,0,19.6
2022-04-10T23:00,21,20,97,0,19.5,22.2,1010.7,9.5,101,16.2,1,0.06,1,19.7
2022-04-11T00:00,39,21.2,93,0,19.9,23.2,1011.8,12.4,107,20.5,1,0.19,1,20.3
2022-04-11T01:00,100,22.6,85,0,19.9,24.7,1012.2,11.8,121,24.5,3,0.42,1,20.7
2022-04-11T02:00,100,23.4,82,0.1,20.1,25.8,1012.2,10.2,129,23,51,0.52,1,21
2022-04-11T03:00,100,24.3,77,0.1,20,26.7,1012.1,10.2,129,21.2,51,0.69,1,21.3
2022-04-11T04:00,100,24.9,77,0.1,20.5,27.6,1011.3,9.8,118,21.2,51,0.73,1,21.8
2022-04-11T05:00,99,25.6,74,0,20.6,28.6,1010.3,8.4,110,20.9,3,0.87,1,22.1
2022-04-11T06:00,100,26.2,70,0,20.4,29.2,1008.9,7.9,120,19.1,3,1.01,1,22.2
2022-04-11T07:00,100,26.9,68,0,20.4,29.6,1007.3,9.5,119,19.8,3,1.15,1,22.4
2022-04-11T08:00,72,27,68,0,20.6,29.5,1006.1,11.8,130,22.7,2,1.15,1,22.5
2022-04-11T09:00,50,27.2,68,0,20.7,29.4,1005.6,13.6,130,24.5,2,1.16,1,22.6
2022-04-11T10:00,50,26.9,69,0,20.7,29.3,1005.4,12.6,121,24.5,2,1.11,1,22.6
2022-04-11T11:00,83,25.7,74,0,20.7,27.8,1005.9,15.2,126,25.6,3,0.86,1,22.2
2022-04-11T12:00,100,24.8,78,0,20.6,26.9,1007,14.2,120,28.1,3,0.7,0,21.8
2022-04-11T13:00,39,24.4,79,0,20.5,26.5,1007.7,13.9,121,24.5,1,0.65,0,21.6
2022-04-11T14:00,11,23.7,81,0,20.3,25.6,1008.3,14.1,128,24.1,0,0.55,0,21.2
2022-04-11T15:00,8,22.9,85,0,20.1,24.6,1008.7,14.9,127,25.9,0,0.43,0,20.9
2022-04-11T16:00,14,22.4,87,0,20.2,24.1,1008.5,15.5,121,26.3,0,0.34,0,20.8
2022-04-11T17:00,19,21.9,90,0,20.3,23.9,1008.2,13.9,115,26.6,0,0.25,0,20.7
2022-04-11T18:00,9,21.5,93,0,20.4,23.6,1007.5,14,108,24.1,0,0.18,0,20.7
2022-04-11T19:00,12,21.2,96,0,20.5,23.4,1006.9,13,109,24.1,0,0.11,0,20.7
2022-04-11T20:00,22,21,97,0,20.5,23.2,1006.4,13,109,22.7,1,0.07,0,20.7
2022-04-11T21:00,100,21,98,0,20.6,23.4,1006.5,12.3,105,22.3,3,0.06,0,20.7
2022-04-11T22:00,100,21.3,96,0,20.7,23.7,1007,12.5,108,22.3,3,0.1,0,20.9
2022-04-11T23:00,100,21.7,94,0,20.7,24,1007.5,13.2,116,23.8,3,0.15,1,20.9
2022-04-12T00:00,100,22.3,90,0,20.6,24.5,1008,14.1,128,26.6,3,0.27,1,21.1
2022-04-12T01:00,100,23.4,85,0,20.7,25.6,1008.6,13.6,143,27,3,0.44,1,21.4
2022-04-12T02:00,100,25,77,0,20.7,27.8,1008.8,10.1,153,25.2,3,0.73,1,22
2022-04-12T03:00,100,26.1,74,0.1,21,29,1008.2,10.4,146,21.6,51,0.89,1,22.5
2022-04-12T04:00,98,26.9,72,0,21.4,29.9,1007.4,11.2,138,23.4,3,0.99,1,23
2022-04-12T05:00,83,27.6,70,0,21.6,30.9,1006.2,9.7,129,23.4,3,1.12,1,23.3
2022-04-12T06:00,56,28.4,67,0,21.6,31.6,1004.7,10.8,120,23,2,1.29,1,23.6
2022-04-12T07:00,100,29.2,63,0,21.5,32.2,1003.2,11.5,136,23,3,1.49,1,23.8
2022-04-12T08:00,31,29.6,64,0,21.9,32.6,1001.9,12.6,121,25.6,1,1.51,1,24.2
2022-04-12T09:00,22,29.5,64,0,22.1,32.6,1001.8,13,114,24.5,1,1.47,1,24.3
2022-04-12T10:00,20,28.5,71,0,22.7,31.8,1001.6,13.9,107,26.6,1,1.14,1,24.3
2022-04-12T11:00,13,27.2,75,0,22.4,30,1002.6,16.5,113,28.1,0,0.9,1,23.8
2022-04-12T12:00,4,25.8,78,0,21.7,28.2,1003.4,16.5,113,28.4,0,0.72,0,22.9
2022-04-12T13:00,7,25.3,80,0,21.6,28,1004.4,13.6,107,27.7,0,0.64,0,22.6
2022-04-12T14:00,21,24.6,82,0,21.4,27.3,1006,12.8,101,23,1,0.55,0,22.3
2022-04-12T15:00,0,24,85,0,21.3,26.6,1006.9,13.3,109,23.8,0,0.45,0,22
2022-04-12T16:00,28,23.1,89,0,21.2,26.2,1007,10,103,22.7,1,0.31,0,21.7
2022-04-12T17:00,49,22.8,91,0,21.2,26.1,1007,7.9,93,16.9,1,0.25,0,21.6
2022-04-12T18:00,74,22.8,91,0,21.2,26.1,1006.7,8.3,108,14.4,2,0.25,0,21.6
2022-04-12T19:00,100,22.5,93,0,21.2,25.8,1006.3,8.2,105,14.8,3,0.2,0,21.6
2022-04-12T20:00,100,22.7,92,0,21.3,26,1006.2,8.4,97,15.1,3,0.23,0,21.7
2022-04-12T21:00,100,22.7,92,0,21.3,26,1006.4,8.3,108,15.1,3,0.22,0,21.7
2022-04-12T22:00,100,22.7,92,0,21.3,26.2,1006.9,7.2,108,14.4,3,0.22,0,21.7
2022-04-12T23:00,100,22.6,93,0,21.4,26.3,1007.6,6.1,118,13,3,0.2,1,21.7
2022-04-13T00:00,100,23.1,91,0,21.6,26.7,1008.3,7.7,131,11.5,3,0.25,1,22
2022-04-13T01:00,100,23.9,87,0,21.7,27.8,1009.1,5.9,133,15.5,3,0.38,1,22.3
2022-04-13T02:00,100,25,83,0,21.9,29.3,1009.5,3.8,107,13.3,3,0.55,1,22.7
2022-04-13T03:00,62,26.1,78,0,21.9,30.4,1009.6,4,95,12.6,2,0.75,1,23
2022-04-13T04:00,58,27.3,72,0,21.9,31.9,1009,2.2,81,13,2,1,1,23.5
2022-04-13T05:00,51,28.4,68,0,21.9,33,1008,2.1,59,11.5,2,1.24,1,23.8
2022-04-13T06:00,55,29.1,64,0,21.6,33.5,1006.6,2.9,30,11.9,2,1.44,1,23.8
2022-04-13T07:00,37,29.6,63,0,21.8,34.3,1005.3,2.3,18,13,1,1.55,1,24.1
2022-04-13T08:00,22,30,60,0,21.4,34.6,1004,0,270,11.2,1,1.69,1,24
2022-04-13T09:00,7,30.2,59,0,21.2,34.3,1003.4,3.3,186,9.4,0,1.78,1,24
2022-04-13T10:00,4,29.3,66,0,22.3,33.5,1003.4,6.2,187,11.2,0,1.37,1,24.3
2022-04-13T11:00,0,26.9,75,0,22.1,31.1,1003.8,5.7,198,10.4,0,0.88,1,23.5
2022-04-13T12:00,0,25.6,78,0,21.5,29.3,1004,6.5,174,10.1,0,0.71,0,22.7
2022-04-13T13:00,0,24.8,83,0,21.6,28.2,1004.9,9.3,144,11.2,0,0.54,0,22.5
2022-04-13T14:00,11,24.6,83,0,21.6,28.4,1005.8,6.3,121,10.8,0,0.51,0,22.4
2022-04-13T15:00,0,24.1,87,0,21.8,28,1006.4,6.4,128,10.1,0,0.39,0,22.4
2022-04-13T16:00,0,23.8,88,0,21.7,27.6,1006.6,6.3,114,10.4,0,0.35,0,22.2
2022-04-13T17:00,0,23.7,89,0,21.9,27.1,1006.4,10.1,94,16.6,0,0.31,0,22.4
2022-04-13T18:00,8,23.1,95,0,22.3,26.7,1006.2,10.8,94,18.7,0,0.13,0,22.5
2022-04-13T19:00,10,22.9,96,0,22.3,26.2,1005.9,12.4,100,21.6,0,0.1,0,22.5
2022-04-13T20:00,15,22.7,96,0,22,25.8,1005.9,12.8,100,22.7,0,0.12,0,22.2
2022-04-13T21:00,9,22.6,95,0,21.7,25.4,1006,13.8,105,23.8,0,0.14,0,22
2022-04-13T22:00,25,22.5,95,0,21.7,25.5,1006.7,11.8,110,23.4,1,0.13,0,21.9
2022-04-13T23:00,34,22.4,96,0,21.6,25.5,1007.4,11.1,103,20.5,1,0.12,1,21.8
2022-04-14T00:00,42,23.5,91,0,22,26.6,1008,13.2,116,22.3,1,0.25,1,22.4
2022-04-14T01:00,36,24.7,85,0,22.1,27.5,1008.7,15.2,126,28.4,1,0.45,1,22.8
2022-04-14T02:00,22,26.4,77,0,22.1,29.3,1009.2,14.7,126,29.5,1,0.78,1,23.3
2022-04-14T03:00,9,27.9,71,0,22.1,31,1009,14.8,124,29.9,0,1.09,1,23.8
2022-04-14T04:00,33,29.2,63,0,21.5,32,1008.4,18.7,140,35.6,1,1.49,1,23.8
2022-04-14T05:00,100,30,59,0,21.2,32.8,1007.5,18,147,36,3,1.74,1,23.9
2022-04-14T06:00,16,29.4,62,0,21.4,31.5,1006.1,17.6,133,34.6,0,1.56,1,23.8
2022-04-14T07:00,58,30.8,57,0,21.3,33.4,1004.7,17.1,141,33.8,2,1.91,1,24.2
2022-04-14T08:00,34,29.9,61,0,21.7,31.9,1003.7,19.4,125,34.9,1,1.63,1,24.2
2022-04-14T09:00,51,30.2,61,0,21.9,32.5,1003.1,17.6,133,35.6,2,1.66,1,24.4
2022-04-14T10:00,79,29.1,66,0,22,31.6,1003.3,16.3,125,30.6,2,1.38,1,24.1
2022-04-14T11:00,6,28.3,67,0,21.7,30.5,1003.6,17.7,123,30.6,0,1.25,1,23.6
2022-04-14T12:00,5,27.1,72,0,21.7,29.6,1004.1,15.8,137,32,0,0.99,0,23.3
2022-04-14T13:00,81,26.8,74,0,21.8,29.3,1004.9,15.6,128,26.6,3,0.9,0,23.2
2022-04-14T14:00,46,26,78,0,21.9,28.4,1005.9,17.1,115,29.5,1,0.74,0,23
2022-04-14T15:00,40,25.1,83,0,21.9,27.3,1006.9,18.2,120,32,1,0.55,0,22.8
2022-04-14T16:00,100,24.3,88,0,22.2,26.7,1007.3,18.5,119,32.4,3,0.36,0,22.8
2022-04-14T17:00,100,24.3,90,0,22.5,26.9,1007.1,17.4,120,32,3,0.31,0,23
2022-04-14T18:00,100,24.2,91,0,22.6,27.2,1006.9,15.9,115,31.7,3,0.29,0,23
2022-04-14T19:00,100,24.3,90,0,22.5,27.2,1006.5,15.5,112,28.1,3,0.31,0,23
2022-04-14T20:00,100,24.3,89,0.1,22.4,27.3,1006.1,14.6,110,27,51,0.32,0,22.9
2022-04-14T21:00,100,24.2,90,0.2,22.4,27.4,1006.2,13.3,109,26.3,51,0.3,0,22.9
2022-04-14T22:00,100,24,92,0.4,22.6,27.6,1006.6,11.3,107,22.7,51,0.25,0,23
2022-04-14T23:00,100,23.8,95,0.5,22.9,27.5,1007.1,11.7,108,20.5,53,0.16,1,23.1
2022-04-15T00:00,100,23.9,94,0.4,22.9,27.5,1008.3,12.6,110,21.6,51,0.16,1,23.2
2022-04-15T01:00,100,24.7,91,0.2,23.1,28.2,1009,14.5,125,25.6,51,0.28,1,23.5
2022-04-15T02:00,100,24.7,94,0.3,23.6,28.5,1009.5,14.3,124,25.2,51,0.2,1,23.9
2022-04-15T03:00,100,25.4,89,0.2,23.4,29,1009.4,14.7,121,27.4,51,0.37,1,23.9
2022-04-15T04:00,100,26.8,82,0,23.5,30.2,1008.5,16.8,125,31,3,0.63,1,24.4
2022-04-15T05:00,100,27.9,79,0.1,23.9,31.4,1007.6,17.4,120,32,51,0.8,1,25
2022-04-15T06:00,58,28.8,75,0,23.9,32.3,1006.5,17.6,125,33.5,2,1,1,25.2
2022-04-15T07:00,99,29.7,71,0,23.8,33,1005.3,18.8,135,35.3,3,1.21,1,25.4
2022-04-15T08:00,99,29.4,72,0.1,23.8,32.2,1004,21.9,134,39.2,51,1.15,1,25.4
2022-04-15T09:00,98,29,74,0,23.8,31.7,1003.6,22.5,131,41.4,3,1.05,1,25.2
2022-04-15T10:00,38,28.4,76,0,23.8,31.5,1003.7,19.9,122,40,1,0.92,1,25.1
2022-04-15T11:00,64,27.6,78,0,23.5,30.6,1004.4,19,119,34.6,2,0.8,1,24.6
2022-04-15T12:00,96,26.7,82,0,23.3,30,1005.4,16.4,119,34.9,3,0.64,0,24.2
2022-04-15T13:00,84,26.3,84,0,23.4,29.6,1006.7,16.7,123,29.5,3,0.53,0,24.2
2022-04-15T14:00,66,25.9,88,0,23.7,29.3,1007.5,16.8,121,29.2,2,0.41,0,24.2
2022-04-15T15:00,100,25.5,91,0,23.9,29,1008.2,17,126,29.5,3,0.3,0,24.3
2022-04-15T16:00,100,25.5,92,0,24.1,29.2,1008.2,17.4,124,30.2,3,0.27,0,24.5
2022-04-15T17:00,100,25.4,92,0,24,29.2,1007.7,16.1,117,30.2,3,0.27,0,24.4
2022-04-15T18:00,100,25.3,91,0,23.8,28.9,1007.4,16,113,28.4,3,0.28,0,24.2
2022-04-15T19:00,100,25.1,92,0,23.6,28.6,1006.8,16,113,27.4,3,0.26,0,24
2022-04-15T20:00,100,24.9,93,0.1,23.7,28.3,1006.3,17.2,116,29.5,51,0.21,0,24
2022-04-15T21:00,100,25,93,0.1,23.7,28.3,1006.3,18.1,121,32,51,0.23,0,24.1
2022-04-15T22:00,100,24.9,93,0.2,23.7,28.1,1006.5,18.5,123,32,51,0.22,0,24
2022-04-15T23:00,100,24.6,95,0.5,23.8,28,1007.3,17.7,128,32,53,0.14,1,24
2022-04-16T00:00,100,23.4,96,1,22.7,27.2,1008.8,10.5,82,31,55,0.12,1,22.9
2022-04-16T01:00,100,23.9,95,4.1,23,27.9,1009.5,10.7,78,20.2,63,0.16,1,23.3
2022-04-16T02:00,100,25,90,0.1,23.3,28.7,1010,13.9,100,24.8,51,0.31,1,23.8
2022-04-16T03:00,100,25.6,89,0.1,23.6,29.3,1010,15.2,112,27,51,0.36,1,24.1
2022-04-16T04:00,100,25.5,87,2,23.2,29.2,1009.8,13.4,84,28.1,61,0.42,1,23.8
2022-04-16T05:00,100,24.4,92,3.2,23.1,27.8,1009.3,15.5,102,25.6,63,0.23,1,23.5
2022-04-16T06:00,100,23,88,2.1,20.8,25.2,1008.7,14,113,29.2,61,0.34,1,21.4
2022-04-16T07:00,100,22.5,86,0.9,20.1,24.6,1008.4,12.4,112,24.1,53,0.38,1,20.8
2022-04-16T08:00,100,22.7,83,0.4,19.6,24.8,1007.8,11,122,23.4,51,0.47,1,20.5
2022-04-16T09:00,100,23.1,77,0,18.9,25.2,1007.8,8.6,105,20.9,3,0.64,1,20.2
2022-04-16T10:00,100,22.7,77,0.1,18.5,24.8,1008.7,6.9,137,16.2,51,0.62,1,19.8
2022-04-16T11:00,100,22,82,0.4,18.7,24.2,1009.5,7.2,117,14.4,51,0.48,1,19.7
2022-04-16T12:00,100,23.1,75,0.2,18.4,24.8,1010.1,9.3,103,12.2,51,0.7,0,19.8
2022-04-16T13:00,100,22.1,77,0.1,18,23.9,1011,8,126,17.6,51,0.6,0,19.2
2022-04-16T14:00,100,21.8,78,0,17.8,23.9,1011.9,5.5,157,14,3,0.58,0,19
2022-04-16T15:00,100,21.6,79,0.1,17.8,23.7,1012.7,4.8,167,11.5,51,0.54,0,19
2022-04-16T16:00,100,21.2,83,0.5,18.2,23.8,1013.1,3.1,159,9,53,0.43,0,19.1
2022-04-16T17:00,100,20.7,90,0.9,18.9,23.3,1013,4.7,148,8.6,53,0.25,0,19.4
2022-04-16T18:00,100,20.2,91,0.5,18.6,22.3,1012.6,7.6,121,13.7,53,0.22,0,19.1
2022-04-16T19:00,100,19.9,87,0.1,17.6,21.6,1012.5,6.7,126,14.8,51,0.31,0,18.2
2022-04-16T20:00,100,19.3,89,0.5,17.5,21,1012.6,6.4,153,11.9,53,0.24,0,18
