time,cloud_cover (%),temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),dew_point_2m (°C),apparent_temperature (°C),pressure_msl (hPa),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),weather_code (wmo code),vapour_pressure_deficit (kPa),is_day (),wet_bulb_temperature_2m (°C)
2020-01-01T00:00,100,19.3,94,0,18.3,22,1024.3,2.2,9,4,3,0.14,1,18.5
2020-01-01T01:00,100,20,85,0,17.4,22.5,1024.8,1.3,56,5.4,3,0.35,1,18.2
2020-01-01T02:00,100,20.6,81,0,17.2,23,1025.7,1,135,6.8,3,0.46,1,18.2
2020-01-01T03:00,96,21.3,77,0,17.1,23.7,1026,0.5,135,8.6,3,0.58,1,18.4
2020-01-01T04:00,94,21.8,74,0,17.1,24.3,1025.2,0.5,135,9,3,0.67,1,18.6
2020-01-01T05:00,100,23.2,67,0,16.7,24.6,1024,6.7,144,18,3,0.94,1,18.8
2020-01-01T06:00,100,23,68,0,16.7,24.3,1022.8,6.9,129,18.4,3,0.91,1,18.7
2020-01-01T07:00,87,23.5,65,0,16.5,24.8,1021.8,6.6,131,16.2,3,1.02,1,18.9
2020-01-01T08:00,100,23.9,64,0,16.6,24.6,1021.4,10.8,150,20.9,3,1.07,1,19.1
2020-01-01T09:00,51,23.1,68,0,16.9,23.6,1021.5,13.5,134,24.8,2,0.91,1,18.9
2020-01-01T10:00,65,22,73,0,17,22.4,1021.9,14.3,129,25.2,2,0.71,1,18.6
2020-01-01T11:00,70,20.5,81,0,17.1,21.2,1022.4,12.8,130,25.2,2,0.47,0,18.1
2020-01-01T12:00,64,20.5,83,0,17.4,21.1,1022.9,13.8,133,22.3,2,0.42,0,18.3
2020-01-01T13:00,16,20.3,84,0,17.5,21,1023.5,13.7,135,25.2,0,0.38,0,18.3
2020-01-01T14:00,16,19.7,88,0,17.6,20.7,1023.7,11.5,134,24.1,0,0.28,0,18.2
2020-01-01T15:00,19,19.1,91,0,17.6,20.6,1023.8,9,127,20.2,0,0.2,0,18
2020-01-01T16:00,36,18.7,93,0,17.6,20.3,1023.7,8.2,119,15.8,1,0.14,0,17.9
2020-01-01T17:00,96,18.5,94,0,17.6,20.1,1023.5,8.1,111,14.8,3,0.12,0,17.8
2020-01-01T18:00,100,18.8,92,0,17.5,20.3,1023,8.3,108,15.5,3,0.17,0,17.9
2020-01-01T19:00,100,19.1,90,0,17.4,20.6,1022.6,8.1,103,15.5,3,0.22,0,17.9
2020-01-01T20:00,100,19.2,89,0,17.4,20.7,1022.1,8.4,100,15.1,3,0.24,0,17.9
2020-01-01T21:00,100,19.1,90,0,17.4,20.6,1022.1,8,100,15.1,3,0.22,0,17.9
2020-01-01T22:00,100,19.2,89,0,17.4,20.7,1022.1,8.5,102,15.1,3,0.24,0,17.9
2020-01-01T23:00,100,19.1,90,0,17.5,20.6,1022.6,8.3,108,15.1,3,0.21,0,17.9
2020-01-02T00:00,91,18.8,93,0,17.6,20.5,1023.6,7,111,16.6,3,0.15,1,17.9
2020-01-02T01:00,98,20,87,0,17.8,21.6,1024.4,8.5,118,16.2,3,0.29,1,18.4
2020-01-02T02:00,100,21.2,82,0,18.1,22.8,1024.9,9.6,124,20.5,3,0.44,1,19
2020-01-02T03:00,100,22.6,76,0.1,18.2,24.2,1024.6,9.8,126,21.6,51,0.65,1,19.5
2020-01-02T04:00,100,23,76,0.1,18.5,24.6,1023.9,10.7,130,22.7,51,0.67,1,19.9
2020-01-02T05:00,100,23.1,76,0.1,18.5,24.6,1022.5,11.2,123,23.8,51,0.69,1,19.9
2020-01-02T06:00,100,23.8,72,0,18.5,25.6,1021.2,8.7,142,24.1,3,0.82,1,20.1
2020-01-02T07:00,93,24.2,70,0,18.3,26.3,1020,6.8,148,19.8,3,0.92,1,20.2
2020-01-02T08:00,38,24.6,68,0,18.4,26.3,1018.9,9.5,99,19.1,1,0.99,1,20.3
2020-01-02T09:00,14,24.3,70,0,18.6,25.7,1018.8,12.5,108,24.8,0,0.9,1,20.4
2020-01-02T10:00,2,23.3,75,0,18.7,25,1018.8,10.1,107,24.1,0,0.7,1,20.1
2020-01-02T11:00,4,21.7,83,0,18.6,23.7,1019.3,8.1,103,17.3,0,0.45,0,19.5
2020-01-02T12:00,15,21,85,0,18.5,22.9,1020.1,8.6,112,17.3,0,0.36,0,19.2
2020-01-02T13:00,23,21.1,86,0,18.6,22.6,1020.7,11.1,119,17.6,1,0.36,0,19.3
2020-01-02T14:00,35,20.9,86,0,18.5,22,1021.3,13.9,127,24.8,1,0.34,0,19.2
2020-01-02T15:00,44,20.4,88,0,18.4,21.7,1021.7,12.1,120,24.5,1,0.28,0,18.9
2020-01-02T16:00,94,20.2,89,0,18.3,21.5,1021.5,12.6,114,22,3,0.26,0,18.9
2020-01-02T17:00,90,20.1,90,0,18.4,21.3,1021.3,12.8,112,23,3,0.23,0,18.9
2020-01-02T18:00,94,20,91,0,18.5,21.3,1021,12.7,115,22.7,3,0.21,0,18.9
2020-01-02T19:00,98,19.9,92,0,18.6,21.2,1020.2,13.4,117,23.8,3,0.19,0,18.9
2020-01-02T20:00,100,20,92,0,18.6,21.2,1019.9,13.2,116,23.8,3,0.19,0,19
2020-01-02T21:00,93,19.9,93,0,18.7,21.3,1019.6,12.7,115,23.4,3,0.17,0,19
2020-01-02T22:00,77,19.8,93,0,18.7,21.4,1019.9,11.8,113,22.3,2,0.15,0,19
2020-01-02T23:00,96,19.7,94,0,18.8,21.4,1020.3,11.4,108,20.9,3,0.13,0,19
2020-01-03T00:00,91,20.1,93,0,19,21.9,1020.8,11.4,108,20.5,3,0.16,1,19.3
2020-01-03T01:00,94,20.9,89,0.1,19,22.4,1021.5,13.1,106,23.8,51,0.27,1,19.5
2020-01-03T02:00,100,21.6,85,0.1,18.9,23,1022.1,13.4,117,25.9,51,0.39,1,19.7
2020-01-03T03:00,60,22.9,78,0,18.9,24.4,1022.2,12.5,131,25.9,2,0.6,1,20.1
2020-01-03T04:00,96,24.6,68,0,18.4,26,1021,11.7,137,26.3,3,0.98,1,20.3
2020-01-03T05:00,75,25,68,0.1,18.6,26.3,1020,12.7,133,27.7,51,1.02,1,20.6
2020-01-03T06:00,78,25.1,67,0.1,18.6,26.5,1018.8,11.8,130,27.7,51,1.04,1,20.6
2020-01-03T07:00,84,25.1,68,0.1,18.8,26.6,1018,12.7,115,26.3,51,1.02,1,20.8
2020-01-03T08:00,30,24.8,71,0,19.2,26.1,1017.3,15.2,97,29.9,1,0.91,1,20.9
2020-01-03T09:00,23,24.5,72,0,19.1,25.6,1017,16.2,103,32,1,0.87,1,20.8
2020-01-03T10:00,18,23.8,76,0,19.2,25.2,1017.3,14.4,103,31,0,0.72,1,20.6
2020-01-03T11:00,12,23.1,77,0,18.9,23.8,1017.7,17.7,119,31,0,0.64,0,20.2
2020-01-03T12:00,22,22.1,83,0,19.1,23.1,1019,16.1,129,31.3,1,0.45,0,19.9
2020-01-03T13:00,14,21.7,82,0,18.5,22.6,1019.4,15.7,127,28.8,0,0.46,0,19.4
2020-01-03T14:00,54,21.2,83,0,18.2,22,1019.7,15.1,123,28.1,2,0.43,0,19.1
2020-01-03T15:00,70,21.1,84,0,18.3,22,1019.9,14.5,117,27.4,2,0.4,0,19.1
2020-01-03T16:00,100,20.9,86,0,18.6,22.1,1019.5,13.7,113,26.3,3,0.34,0,19.2
2020-01-03T17:00,100,20.6,89,0,18.8,22,1019.4,13,114,24.5,3,0.26,0,19.3
2020-01-03T18:00,100,20.5,91,0,19,22.1,1019,12.4,112,22.7,3,0.22,0,19.4
2020-01-03T19:00,100,20.5,91,0.1,19.1,22.3,1018.7,11.4,103,22.3,51,0.21,0,19.5
2020-01-03T20:00,100,20.4,93,0.2,19.1,22.2,1018.1,10.9,99,20.5,51,0.18,0,19.5
2020-01-03T21:00,100,20.1,95,0.4,19.2,21.9,1018,11.7,108,20.5,51,0.13,0,19.5
2020-01-03T22:00,100,20,94,0.3,19,21.1,1018.1,15.3,114,27,51,0.14,0,19.2
2020-01-03T23:00,100,19.8,93,0.2,18.7,21,1018.5,14,108,27.4,51,0.15,0,19
2020-01-04T00:00,100,19.6,94,0.4,18.6,20.7,1019.3,14.5,104,25.2,51,0.14,1,18.9
2020-01-04T01:00,93,20.4,89,0.1,18.6,21.5,1020,14.9,105,26.6,51,0.25,1,19.1
2020-01-04T02:00,100,20.8,88,0,18.6,21.8,1020.5,14.9,110,27.4,3,0.31,1,19.2
2020-01-04T03:00,100,21.3,85,0.1,18.6,22.2,1020.4,15.9,108,29.5,51,0.39,1,19.4
2020-01-04T04:00,100,21.7,82,0.1,18.5,22.3,1019.7,17.7,117,32.8,51,0.46,1,19.4
2020-01-04T05:00,100,22.2,81,0.1,18.9,23.5,1018.4,14.1,122,32.4,51,0.5,1,19.9
2020-01-04T06:00,100,22.6,81,0.1,19.2,23.7,1016.9,16.1,132,30.6,51,0.52,1,20.2
2020-01-04T07:00,100,23.1,80,0,19.4,24,1015.6,17.9,128,34.2,3,0.57,1,20.5
2020-01-04T08:00,76,23.3,80,0,19.7,24.4,1015,17.9,124,34.9,2,0.56,1,20.7
2020-01-04T09:00,77,23.2,81,0,19.7,24.1,1014.8,19.6,126,35.3,2,0.55,1,20.7
2020-01-04T10:00,24,22.5,83,0,19.4,23.5,1014.7,17.9,120,36,1,0.47,1,20.3
2020-01-04T11:00,7,21.8,84,0,19.1,22.7,1015.1,17.7,114,32.4,0,0.41,0,19.9
2020-01-04T12:00,23,20.7,89,0,18.8,21.9,1016.8,14.5,109,31.7,1,0.27,0,19.4
2020-01-04T13:00,34,20.6,89,0,18.7,21.6,1017.6,15,111,27,1,0.27,0,19.2
2020-01-04T14:00,40,20.3,90,0,18.6,21.3,1017.9,14.8,108,27,1,0.23,0,19.1
2020-01-04T15:00,40,20,91,0,18.6,21,1018.3,15.5,115,27.4,1,0.2,0,19
2020-01-04T16:00,93,19.7,94,0,18.6,20.7,1018.1,14.8,119,28.1,3,0.15,0,18.9
2020-01-04T17:00,100,19.9,93,0,18.7,21.2,1017.7,13.2,112,26.6,3,0.17,0,19
2020-01-04T18:00,100,20,92,0,18.7,21.3,1017.4,13.3,109,23.8,3,0.18,0,19.1
2020-01-04T19:00,97,19.9,93,0.1,18.7,21,1016.8,14.8,104,25.9,51,0.17,0,19
2020-01-04T20:00,88,19.9,92,0.1,18.6,20.5,1016.5,18.2,108,31.7,51,0.18,0,19
2020-01-04T21:00,33,19.7,93,0,18.5,20.3,1016.3,17.6,113,33.1,1,0.17,0,18.8
2020-01-04T22:00,100,19.3,93,0.1,18.2,20.4,1016.6,13.4,110,31,51,0.15,0,18.5
2020-01-04T23:00,100,19.6,92,0.2,18.2,20.8,1017.2,12.2,118,23.8,51,0.19,0,18.6
2020-01-05T00:00,100,19.5,95,0.2,18.7,21.1,1018,10.9,117,22,51,0.1,1,18.9
2020-01-05T01:00,100,19.8,95,0.6,19,21.4,1018.9,12.6,117,23,53,0.12,1,19.2
2020-01-05T02:00,100,20.3,93,0.8,19.1,21.6,1019.4,14.7,121,25.9,53,0.18,1,19.4
2020-01-05T03:00,100,21,90,0.2,19.2,22,1019.5,16.8,121,29.5,51,0.25,1,19.7
2020-01-05T04:00,40,22.2,83,0,19.2,23.5,1018.7,14.8,133,31.7,1,0.45,1,20
2020-01-05T05:00,84,24.5,71,0.1,19,26,1017.2,13.5,155,31,51,0.88,1,20.7
2020-01-05T06:00,60,25.1,69,0.3,19,26.4,1015.4,14.2,150,28.4,51,0.99,1,20.9
2020-01-05T07:00,56,25.3,68,0.4,18.9,26.5,1014.4,14.7,144,28.4,51,1.03,1,20.9
2020-01-05T08:00,58,25.6,67,0.3,18.9,26.7,1013.8,15.8,145,30.2,51,1.1,1,21
2020-01-05T09:00,34,25.1,70,0,19.3,26.2,1013.7,16.9,128,29.9,1,0.96,1,21.1
2020-01-05T10:00,26,23.9,75,0,19.1,24.4,1013.9,20.5,118,36.4,1,0.76,1,20.6
2020-01-05T11:00,10,22.8,80,0,19.2,23.3,1014.6,20.1,114,37.1,0,0.55,0,20.2
2020-01-05T12:00,27,21.2,88,0,19.2,22.1,1015.9,17.4,112,36,1,0.29,0,19.7
2020-01-05T13:00,32,21,90,0,19.2,22,1016.6,17,111,31.3,1,0.25,0,19.7
2020-01-05T14:00,40,20.9,90,0,19.2,22,1016.8,16.3,112,29.9,1,0.24,0,19.7
2020-01-05T15:00,33,20.7,91,0,19.2,21.7,1016.9,16.8,113,29.9,1,0.21,0,19.6
2020-01-05T16:00,26,20.5,92,0,19.2,21.7,1017,15.9,115,29.9,1,0.19,0,19.6
2020-01-05T17:00,45,20.2,94,0,19.3,21.6,1016.7,15,117,28.4,1,0.14,0,19.5
2020-01-05T18:00,58,19.9,96,0,19.3,21.4,1016.3,14.2,117,26.6,2,0.09,0,19.5
2020-01-05T19:00,59,19.9,97,0,19.4,21.5,1015.8,13.2,119,25.6,2,0.07,0,19.5
2020-01-05T20:00,54,19.9,97,0,19.4,21.4,1015.3,14,119,24.5,2,0.07,0,19.5
2020-01-05T21:00,31,19.8,97,0,19.3,21.2,1015.2,15.1,123,26.6,1,0.07,0,19.5
2020-01-05T22:00,21,19.8,97,0,19.3,21.3,1015.4,13.8,123,26.6,1,0.07,0,19.4
2020-01-05T23:00,27,19.7,96,0,19.1,21.3,1016.1,13,124,24.8,1,0.08,0,19.3
2020-01-06T00:00,18,19.6,92,0,18.2,20.7,1017,13.2,137,23,0,0.18,1,18.6
2020-01-06T01:00,2,21,84,0,18.3,22.1,1018,13.8,133,25.2,0,0.39,1,19.1
2020-01-06T02:00,1,22.4,77,0,18.2,23.1,1018.2,16.3,133,32,0,0.62,1,19.5
2020-01-06T03:00,2,23.9,70,0,18.2,24.2,1018,18.4,140,36.4,0,0.88,1,20
2020-01-06T04:00,55,25.3,61,0,17.3,24.7,1016.7,23,151,44.6,2,1.25,1,20
2020-01-06T05:00,37,26.3,56,0,16.8,25.5,1015.4,21.7,153,44.6,1,1.52,1,20.1
2020-01-06T06:00,100,27.5,51,0,16.5,27,1013.6,20,157,41.8,3,1.79,1,20.3
2020-01-06T07:00,29,26.9,57,0,17.8,26.4,1012.7,22.7,136,41.8,1,1.51,1,20.8
2020-01-06T08:00,2,26.5,60,0,18,25.5,1011.5,26.7,134,50.4,0,1.4,1,20.8
2020-01-06T09:00,8,26.2,62,0,18.4,26.4,1012.1,19.9,138,49.3,0,1.29,1,20.9
2020-01-06T10:00,3,24.3,75,0,19.6,24.9,1012.5,21,128,37.8,0,0.77,1,21
2020-01-06T11:00,9,23.2,79,0,19.4,24.7,1013.4,13.9,127,37.8,0,0.59,0,20.5
2020-01-06T12:00,4,22.6,79,0,18.7,23.2,1013.2,18.1,121,29.5,0,0.58,0,19.9
2020-01-06T13:00,4,22.2,81,0,18.7,23.4,1014.3,14.1,130,32.8,0,0.51,0,19.7
2020-01-06T14:00,9,21.4,85,0,18.9,23.1,1015.3,11.6,116,24.1,0,0.37,0,19.6
2020-01-06T15:00,1,20.9,90,0,19.1,22.1,1015.3,15.1,118,26.6,0,0.25,0,19.6
2020-01-06T16:00,6,20.3,94,0,19.3,21.8,1015.3,14,116,26.6,0,0.14,0,19.6
2020-01-06T17:00,13,20.2,96,0,19.5,21.9,1015.3,12.8,112,25.2,0,0.1,0,19.7
2020-01-06T18:00,53,20,97,0,19.5,22,1015.1,11,101,22.7,2,0.08,0,19.6
2020-01-06T19:00,94,20.3,96,0,19.6,22.5,1015.1,10.1,94,19.4,3,0.09,0,19.8
2020-01-06T20:00,87,20.6,95,0,19.7,23,1014.9,9,92,18,3,0.13,0,19.9
2020-01-06T21:00,92,20.7,94,0,19.6,23.1,1015.1,9,92,16.2,3,0.15,0,19.9
2020-01-06T22:00,94,20.6,94,0.1,19.6,22.8,1014.7,10,111,18,51,0.15,0,19.8
2020-01-06T23:00,100,20.6,95,0.1,19.7,23.2,1015,7.7,118,18.4,51,0.12,0,20
2020-01-07T00:00,100,20.8,96,0.2,20.1,24,1015.9,5.6,135,13.7,51,0.1,1,20.3
2020-01-07T01:00,100,21.1,96,0.5,20.4,24.6,1017.2,4.6,135,14,53,0.11,1,20.6
2020-01-07T02:00,100,21.4,95,0.4,20.6,24.4,1018.1,7.8,124,17.6,51,0.12,1,20.8
2020-01-07T03:00,100,21.9,93,0.3,20.7,25,1018.5,7.9,120,22,51,0.18,1,21
2020-01-07T04:00,97,22.7,87,0.1,20.4,25.9,1017.8,6.4,133,22.3,51,0.36,1,21.1
2020-01-07T05:00,100,24.7,75,0.1,20,27.7,1016.4,6.2,173,18.7,51,0.77,1,21.4
2020-01-07T06:00,100,25.2,74,0.1,20.2,28.5,1015.2,4.9,144,18,51,0.84,1,21.7
2020-01-07T07:00,84,25.3,73,0,20.2,28.5,1014.1,5.4,94,15.5,3,0.86,1,21.7
2020-01-07T08:00,55,25.8,71,0,20,29,1013.6,4.3,48,14.8,2,0.98,1,21.8
2020-01-07T09:00,37,26,70,0,20,28.9,1013.6,7.3,99,14.4,1,1.03,1,21.8
2020-01-07T10:00,26,25.1,73,0,19.9,27.6,1014,9,119,16.6,1,0.86,1,21.4
2020-01-07T11:00,24,23.4,81,0,19.9,26.2,1014.5,7.6,115,15.8,1,0.56,0,20.9
2020-01-07T12:00,19,22.4,87,0,20.2,25,1015.1,9.2,111,13,0,0.34,0,20.8
2020-01-07T13:00,10,22.2,88,0,20.2,24.8,1015.5,9.8,114,17.3,0,0.31,0,20.8
2020-01-07T14:00,12,21.8,91,0,20.2,24.4,1015.5,9.5,119,16.9,0,0.24,0,20.6
2020-01-07T15:00,13,21.4,92,0,20.1,23.6,1016.2,11.9,119,19.8,0,0.2,0,20.4
2020-01-07T16:00,19,21,93,0,19.9,23,1016.3,12.6,117,23,0,0.16,0,20.2
2020-01-07T17:00,33,20.5,96,0,19.9,22.9,1016.8,10.2,108,22,1,0.09,0,20.1
2020-01-07T18:00,49,20.4,97,0,20,23,1016.7,9.2,101,18,1,0.07,0,20.1
2020-01-07T19:00,100,20.3,98,0,20,22.6,1016.5,10.3,102,18,3,0.04,0,20.1
2020-01-07T20:00,98,20.3,98,0,20,22.4,1016.2,12.2,109,21.6,3,0.04,0,20.1
2020-01-07T21:00,100,20.2,98,0,19.9,22.3,1016.1,12,111,22.3,3,0.04,0,20
2020-01-07T22:00,100,20.1,99,0,19.9,22.2,1016.1,12,111,22.3,3,0.03,0,20
2020-01-07T23:00,87,20.3,98,0,19.9,22.6,1016.7,10.2,108,22.7,3,0.05,0,20
2020-01-08T00:00,100,20.1,98,0,19.8,23,1016.9,6.1,93,18.4,3,0.05,1,19.9
2020-01-08T01:00,100,21.6,88,0,19.6,23.2,1017.8,14.1,128,25.6,3,0.31,1,20.1
2020-01-08T02:00,97,22.5,83,0,19.5,24,1018.6,14.8,129,28.4,3,0.46,1,20.4
2020-01-08T03:00,96,23.1,81,0,19.7,24.6,1018.6,15.5,134,29.9,3,0.52,1,20.7
2020-01-08T04:00,46,24.2,78,0,20.1,26.3,1017.8,12.5,134,31,1,0.67,1,21.3
2020-01-08T05:00,59,25.8,66,0,19.1,27,1016.7,15.6,154,32,2,1.12,1,21.2
2020-01-08T06:00,75,26.7,62,0,18.8,27.7,1015.1,15.5,149,32.4,2,1.33,1,21.3
2020-01-08T07:00,84,27.4,59,0,18.6,28.2,1013.8,16,144,32,3,1.51,1,21.4
2020-01-08T08:00,72,27.3,57,0,18.2,27.7,1013.1,17.8,133,33.1,2,1.55,1,21.2
2020-01-08T09:00,73,26.4,64,0,19.1,26.9,1012.7,20.4,126,37.4,2,1.24,1,21.4
2020-01-08T10:00,67,25.2,69,0,19.2,25.9,1013.2,18.8,126,37.4,2,0.98,1,21
2020-01-08T11:00,66,23.9,74,0,19.1,25,1013.7,16,134,33.5,2,0.76,0,20.5
2020-01-08T12:00,81,23.1,77,0,18.7,24.2,1014.4,14.8,131,28.4,3,0.66,0,20
2020-01-08T13:00,78,22.8,75,0,18.2,23.3,1015.1,17.4,120,31,2,0.69,0,19.6
2020-01-08T14:00,85,22,80,0,18.3,22.7,1015.4,15.9,123,31,3,0.53,0,19.4
2020-01-08T15:00,86,21.3,85,0,18.6,22.6,1016,13.2,119,28.1,3,0.38,0,19.4
2020-01-08T16:00,89,20.6,90,0,18.9,22.2,1016.1,11.6,116,23.4,3,0.24,0,19.3
2020-01-08T17:00,96,20.2,93,0,19,22,1015.8,11.3,112,20.5,3,0.17,0,19.4
2020-01-08T18:00,97,20.4,93,0,19.2,22.2,1015.5,11.4,108,21.2,3,0.18,0,19.5
2020-01-08T19:00,96,20.3,93,0,19.2,22.2,1014.9,10.9,98,20.2,3,0.16,0,19.5
2020-01-08T20:00,93,20.3,94,0,19.2,22.2,1014.7,10.5,96,19.4,3,0.15,0,19.5
2020-01-08T21:00,100,20.6,92,0,19.3,22.5,1014.7,11.3,97,20.5,3,0.2,0,19.6
2020-01-08T22:00,99,20.4,93,0,19.3,22.4,1014.7,10.9,98,20.5,3,0.17,0,19.6
2020-01-08T23:00,100,20.2,94,0,19.2,22.1,1015.2,11,101,19.8,3,0.14,0,19.5
2020-01-09T00:00,100,19.8,97,0,19.3,22.1,1015.7,8.6,112,20.5,3,0.07,1,19.5
2020-01-09T01:00,70,21.4,88,0,19.3,23.3,1016.4,11.3,127,22.3,2,0.31,1,19.9
2020-01-09T02:00,95,22.8,80,0,19.2,24.8,1017.2,9.7,149,22,3,0.55,1,20.2
2020-01-09T03:00,94,23.2,80,0,19.6,25.5,1017.4,9.4,137,20.9,3,0.57,1,20.6
2020-01-09T04:00,65,24.4,73,0.1,19.2,26.3,1016.6,11.1,151,23.4,51,0.82,1,20.8
2020-01-09T05:00,63,25.9,65,0,18.8,27.6,1015.5,10.8,178,24.8,2,1.17,1,21
2020-01-09T06:00,100,26.6,61,0,18.5,28.6,1013.8,7.6,188,24.5,3,1.35,1,21.1
2020-01-09T07:00,30,26.4,62,0,18.6,28.8,1012.6,5.9,142,19.1,1,1.31,1,21.1
2020-01-09T08:00,15,27,60,0,18.6,29.4,1011.8,5.4,127,16.9,0,1.43,1,21.3
2020-01-09T09:00,3,27,60,0,18.6,28.9,1011.4,8.9,117,16.9,0,1.43,1,21.3
2020-01-09T10:00,1,25.6,66,0,18.8,27.7,1011.5,8.3,88,17.6,0,1.11,1,21
2020-01-09T11:00,4,24,71,0,18.5,25.6,1011.9,10.5,106,17.3,0,0.86,0,20.2
2020-01-09T12:00,5,23.3,73,0,18.2,24.9,1012.1,10.3,126,18.4,0,0.77,0,19.8
2020-01-09T13:00,8,23.3,76,0,18.8,24.6,1012.3,13.6,127,23.4,0,0.68,0,20.2
2020-01-09T14:00,11,22.5,82,0,19.3,24.2,1012.6,12.6,127,24.1,0,0.49,0,20.2
2020-01-09T15:00,5,21.8,84,0,19,23.4,1012.9,12.7,125,22.3,0,0.42,0,19.8
2020-01-09T16:00,9,21.1,87,0,18.9,22.9,1013.2,10.8,120,22.3,0,0.33,0,19.5
2020-01-09T17:00,7,20.6,91,0,19,22.4,1013.2,11.3,112,19.8,0,0.23,0,19.5
2020-01-09T18:00,7,20.1,95,0,19.2,22,1012.9,10.7,110,19.8,0,0.12,0,19.5
2020-01-09T19:00,6,19.8,97,0,19.3,21.8,1012.3,10.6,108,18.7,0,0.08,0,19.4
2020-01-09T20:00,4,19.8,97,0,19.3,21.7,1012.1,11.2,111,19.8,0,0.06,0,19.5
2020-01-09T21:00,3,19.8,98,0,19.4,21.8,1012.2,11.2,111,20.2,0,0.06,0,19.5
2020-01-09T22:00,9,19.9,97,0,19.4,21.8,1012.4,11.2,111,19.8,0,0.06,0,19.6
2020-01-09T23:00,14,20,97,0,19.4,21.9,1013.2,11.3,112,20.2,0,0.08,0,19.6
2020-01-10T00:00,19,20.1,98,0,19.7,22.5,1013.8,9,127,20.5,0,0.05,1,19.8
2020-01-10T01:00,90,21.4,90,0,19.7,23.5,1014.4,11.5,134,22.7,3,0.25,1,20.2
2020-01-10T02:00,50,22.5,83,0,19.5,24.6,1015.4,10.5,139,22.3,2,0.46,1,20.3
2020-01-10T03:00,86,23.9,75,0,19.1,25.8,1015.6,10.6,145,22.7,3,0.76,1,20.6
2020-01-10T04:00,100,24.9,68,0,18.6,26.4,1014.4,11.4,156,24.5,3,1.01,1,20.6
2020-01-10T05:00,89,25.7,63,0,18.2,26.9,1013.3,12.3,165,25.6,3,1.22,1,20.6
2020-01-10T06:00,85,26.4,60,0,18,27.6,1011.6,11.8,168,25.9,3,1.39,1,20.8
2020-01-10T07:00,91,27.8,52,0,17,28.6,1010.4,11.2,159,25.2,3,1.79,1,20.7
2020-01-10T08:00,58,28.1,51,0,16.9,28.5,1009.8,14.6,140,27.4,2,1.88,1,20.8
2020-01-10T09:00,13,27,58,0,18.1,27.4,1009.9,17.6,125,32.4,0,1.49,1,21
2020-01-10T10:00,3,25.8,63,0,18.3,26.6,1010.2,15.3,133,32,0,1.22,1,20.7
2020-01-10T11:00,6,24.2,70,0,18.3,25.1,1010.9,14.8,135,27,0,0.92,0,20.2
2020-01-10T12:00,4,23.5,71,0,18,24,1010.9,16.3,133,27.7,0,0.83,0,19.7
2020-01-10T13:00,7,23.2,72,0,17.9,23.6,1011.7,17.1,132,32,0,0.79,0,19.6
2020-01-10T14:00,9,22.3,78,0,18.3,23.4,1012.1,14,125,30.2,0,0.59,0,19.5
2020-01-10T15:00,4,21.6,82,0,18.4,23,1012.4,11.3,112,24.5,0,0.46,0,19.3
2020-01-10T16:00,1,20.9,85,0,18.2,22.1,1012.4,12.3,111,21.2,0,0.38,0,19
2020-01-10T17:00,0,20.2,89,0,18.3,21.5,1012.3,12.4,112,22.3,0,0.27,0,18.8
2020-01-10T18:00,0,19.7,93,0,18.5,21.1,1012.2,12.6,110,22.3,0,0.17,0,18.9
2020-01-10T19:00,1,19.4,96,0,18.7,20.8,1011.8,12.4,107,22,0,0.09,0,18.9
2020-01-10T20:00,12,19.2,98,0,18.9,20.7,1011.7,12.6,103,22.3,0,0.05,0,19
2020-01-10T21:00,97,19.3,98,0,19,20.8,1011.8,12.7,105,22.7,3,0.03,0,19.1
2020-01-10T22:00,97,19.5,98,0,19.2,21.3,1012,11.6,106,22.7,3,0.03,0,19.3
2020-01-10T23:00,90,19.9,96,0,19.3,21.9,1012.5,10.7,110,21.2,3,0.09,0,19.5
2020-01-11T00:00,100,20.8,95,0,20,23.1,1013.9,10.4,110,19.4,3,0.12,1,20.2
2020-01-11T01:00,100,21.7,89,0.1,19.8,23.7,1014.6,12.5,123,24.1,51,0.29,1,20.3
2020-01-11T02:00,100,22.4,84,0.1,19.6,24.5,1015.4,10.9,124,23.4,51,0.43,1,20.4
2020-01-11T03:00,100,23.3,78,0.1,19.3,25.5,1015.7,8.9,130,22.3,51,0.62,1,20.5
2020-01-11T04:00,100,24.5,71,0.2,18.9,27,1015,6,147,20.2,51,0.9,1,20.6
2020-01-11T05:00,99,25,70,0.2,19,27.6,1014.1,5,159,16.9,51,0.96,1,20.9
2020-01-11T06:00,90,25.7,67,0,19.1,28.4,1012.5,5,150,16.2,3,1.08,1,21.2
2020-01-11T07:00,82,26.2,64,0,18.9,28.3,1011.7,8.5,144,19.1,3,1.22,1,21.2
2020-01-11T08:00,73,25.4,65,0.1,18.3,25.7,1011.5,19.2,107,31,51,1.14,1,20.6
2020-01-11T09:00,70,19.5,72,0.4,14.2,18.2,1012.8,18.6,80,47.9,51,0.64,1,16
2020-01-11T10:00,49,19.3,69,0,13.5,18.2,1013.6,15,107,34.9,1,0.69,1,15.5
2020-01-11T11:00,100,18.5,69,0.1,12.8,18,1014.7,9.5,115,27.4,51,0.65,0,14.8
